2023-09-15,Tuition Fees,913,onlinebanking,Rent
2023-09-25,Utilities,399,debitcard,other
2023-09-25,Education,179,debitcard,other
2023-10-02,Netflix Subscription,774,onlinebanking,EMI
2023-09-29,Phone Bill,123,cash,EMI
2023-10-01,Childcare,807,cash,food
2023-09-20,Gifts,619,onlinebanking,food
2023-09-19,Car Insurance,83,creditcard,Rent
2023-09-21,Snacks,656,onlinebanking,other
2023-09-23,Investment,112,creditcard,Rent
2023-09-13,Gifts,904,onlinebanking,other
2023-10-05,Laundry,188,onlinebanking,other
2023-09-18,Loan Repayment,838,epayment,EMI
2023-09-08,Utilities,848,creditcard,Business
2023-09-12,Fast Food,666,creditcard,Business
2023-09-22,Groceries,460,debitcard,other
2023-09-20,Books,64,cash,Entertainment
2023-09-20,Groceries,862,cash,Rent
2023-09-15,Vacation,613,cash,Rent
2023-09-14,Fast Food,741,cash,food
2023-09-11,Home Mortgage,929,debitcard,Rent
2023-09-06,Rent,944,creditcard,EMI
2023-09-12,Snacks,570,onlinebanking,EMI
2023-10-04,Gym Membership,72,onlinebanking,other
2023-09-18,Fast Food,511,onlinebanking,Entertainment
2023-09-10,Investment,605,debitcard,Rent
2023-09-07,Netflix Subscription,603,epayment,EMI
2023-09-07,Phone Bill,9,epayment,other
2023-09-17,Home Repairs,530,epayment,Rent
2023-09-21,Amazon Shopping,660,cash,Business
2023-09-23,Cigarettes,904,debitcard,Rent
2023-09-26,Entertainment,573,creditcard,Rent
2023-09-12,Credit Card Payment,160,creditcard,food
2023-09-17,Clothing,872,creditcard,food
2023-10-02,Gifts,366,creditcard,EMI
2023-09-30,Investment,686,debitcard,Rent
2023-09-09,Gifts,721,cash,other
2023-09-06,Internet Bill,135,cash,food
2023-09-15,Water Bill,42,creditcard,Business
2023-10-03,Medical Bills,646,cash,Rent
2023-09-08,Utilities,615,creditcard,other
2023-10-05,Pet Expenses,532,epayment,Entertainment
2023-09-15,Travel Expenses,397,epayment,EMI
2023-09-06,Utilities,846,creditcard,other
2023-09-28,Healthcare,906,epayment,EMI
2023-09-25,Hobbies,249,epayment,Rent
2023-10-01,Utilities,846,creditcard,Entertainment
2023-09-29,Alcohol,494,debitcard,other
2023-09-09,Travel Expenses,834,creditcard,EMI
2023-10-01,Charity Donations,814,debitcard,other
